experimento,fitness
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,44.0
GWO V3-STD_CIRCLE,45.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,45.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,44.0
GWO V3-STD_CIRCLE,43.0
GWO V3-ELIT,40.0
GWO V3-ELIT,42.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,42.0
GWO V3-ELIT,41.0
GWO V3-ELIT,42.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,39.0
GWO V3-ELIT,40.0
GWO V3-ELIT,41.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,39.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,41.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,40.0
GWO V3-ELIT,39.0
GWO V3-ELIT,41.0
GWO V3-ELIT,41.0
GWO V3-ELIT_LOG,41.0
GWO V3-ELIT_LOG,40.0
GWO V3-ELIT_LOG,40.0
GWO V3-ELIT_LOG,40.0
GWO V3-ELIT_LOG,39.0
GWO V3-ELIT_LOG,41.0
GWO V3-ELIT_LOG,39.0
GWO V3-ELIT_LOG,41.0
GWO V3-ELIT_LOG,41.0
GWO V3-ELIT_LOG,40.0
GWO V3-ELIT_LOG,41.0
GWO V3-ELIT_LOG,40.0
GWO V3-ELIT_LOG,41.0
